skill_id,name,category,level,mod_type,target_stat,value,element
zappunch,Zap Punch,enemy,1,damage,Focus,0.75,Lightning
zapshot,Zap Shot,enemy,1,damage,Focus,1.25,Lightning;Stun
zapshot,Zap Shot,enemy,1,status,Stun,,
zentrance,Zen Trance,defend,1,damage,,,
zentrance,Zen Trance,defend,1,stat_mod,Speed,-35%,
zentrance,Zen Trance,defend,2,damage,,,
zombiebite,Zombie Bite,root,1,damage,Power,0.5,Physical
zombiebite,Zombie Bite,root,1,status,Poison,,
zombiebite,Zombie Bite,root,2,damage,,,Poison
zombiebite,Zombie Bite,root,2,status,Poison,,
zombiebite,Zombie Bite,root,3,damage,,,
zonedefense,Zone Defense,root,1,damage,,,
zonedefense,Zone Defense,root,2,damage,,,
zonedefense,Zone Defense,root,3,damage,,,
zonedefense,Zone Defense,root,4,damage,,,
