skill_id,codename,name,short_name,category,n_levels,level_1,level_2,level_3,level_4,level_5,param,text_source,computation,n_modifiers,mod_summary
exsanguinate,Exsanguinate,Exsanguinate,-,root,0,-,-,-,-,-,[0.05;0.15;0.25;0.5;1.0;10.0;50.0],name-only,,0,
extort,Extort,Extort,Extort,root,3,Target enemy has a 35% chance for their turn to be interrupted. Lasts until dispelled. No effect on Bosses.,Steals one dispellable SkillType.Buff on interrupt,Gain 25% turn progress on interrupt,-,-,[0.5;0.75;1.5;25.0;35.0;2;3],json,,0,
eyelaser,EyeLaser,Eye Laser,-,root,1,Deals 2.5x Power SkillType.Energy damage to target enemy.,-,-,-,-,-,pool,,1,damage×1
fade,Fade,Fade,Fade,root,3,Cannot be directly targeted by enemies and decreases damage taken by 50% for 1 turn.,Decreases damage taken by 75%,All SkillType.Attack skills miss,-,-,[3],json,,2,damage×2
fairycurse,FairyCurse,Fairy Curse,Fairy Curse,root,3,Target enemy's technique decreased by 50% for 2 turns.,Target cannot dodge,Target's SkillType.Healing received decreased by 90%,-,-,[0.1;0.5;2.25;2;3],json,,0,
fairykiss,FairyKiss,Fairy Kiss,Fairy Kiss,root,3,Target ally's skills cannot miss for 1 turn.,Target gains +10% to all attributes,Other SkillType.Buff effects on target gain +1 turn duration,-,-,[0.2;0.25;0.5;1.0;1.1;2],json,,0,
faithhealing,FaithHealing,Faith Healing,Faith Heal,root,3,Dispels up to 3 SkillType.Debuff on target.,Heals target for 0.5x Focus HP for each SkillType.Debuff dispelled,Target gains 1 stack of Nirvana for each SkillType.Debuff dispelled,-,-,[0.1;0.2;0.4;0.5;0.6;0.8;0.9;1.2;2.0;3;2],pool,,1,heal×1
falchion,Falchion,Falchion,-,fight,1,Deals 100% more damage during Rekindle,-,-,-,-,[0.5;1.0;2.0;3;2],pool,base_skill,1,damage×1
falconscout,FalconScout,Falcon Scout,-,defend,1,Target takes 30% increased damage and cannot dodge.,-,-,-,-,[0.2;0.3;0.4],pool,base_skill,1,damage×1
fallingleaf,FallingLeaf,Falling Leaf,-,defend,2,Deals 1.35x Discipline SkillType.Physical damage to random enemy targets 8 times.,Also deals SkillType.Lightning damage,-,-,-,[0.1;0.15;0.2;0.35;3],pool,base_skill,2,damage×2
fanofblades,FanOfBlades,Fan of Blades,-,root,4,Deals 1x Power SkillType.Physical damage to a random enemy per Blade stack. Consumes all Blade stacks.,Deals 1x Power SkillType.Physical damage to a random enemy per Blade stack.,Deals 15% more damage per remaining Blade,35% chance to not consume each Blade,-,-,pool,,3,damage×3
fatalspear,FatalSpear,Fatal Spear,-,root,0,-,-,-,-,-,[-20.0;0.15;0.25;0.4;0.5;0.6;1.0;1.4;1.65;1.9;3],name-only,,0,
fatalsting,FatalSting,Fatal Sting,Fatal Stg,enemy,1,"Deals 6x Power SkillType.Physical damage to target, and kills the user.",-,-,-,-,-,pool,base_skill,1,damage×1
feedback,Feedback,Feedback,Feedback,root,3,Target takes 1x Focus SkillType.Energy damage after using SkillType.Attack skills. Lasts 3 turns. Only targets enemies that have SkillType.Attack skills. Stacks.,Target deals 25% less damage with SkillType.Attack skills,Now lasts for 5 turns,-,-,[0.1;0.15;0.2;0.3;0.45;0.5;0.6;0.75;0.85;0.95;1.0;1.5;2;3;4;5],json,,2,damage×2
fight,Fight,Fight,-,fight,2,Damage increased by 15%,Damage increased by additional 15%,-,-,-,[1.15;2;3],pool,base_skill,2,damage×2
finisher,Finisher,Finisher,-,root,0,-,-,-,-,-,[0.02;0.05;0.15;0.25;0.3;0.55;0.6;0.66;1.0;2.0;2;3],name-only,,0,
fireball,Fireball,Fireball,Fireball,root,3,Deals 1.2x Focus SkillType.Fire damage to target enemies.,Pierces 50% of defenses,Deals 0.6x Focus SkillType.Fire damage over time for 2 turns,-,-,[0.5;0.85;1.0;3;2],json,,2,damage×2
fireblast,FireBlast,Fire Blast,Fire Blst,root,1,Deals 0.65x Focus SkillType.Fire damage to enemies in the front row.,-,-,-,-,[0.0025;0.0037;0.005;0.03;0.2;0.21;0.25;0.4;0.6;0.8;2.0;2],pool,,1,damage×1
firehose,Firehose,Firehose,-,root,2,Deals 1.5x Power SkillType.Physical and SkillType.Ice damage to enemies. Three turn charge.,Deals 1.5x Power SkillType.Physical and SkillType.Ice damage to enemies.,-,-,-,[0.25],pool,,2,damage×2
firestorm,Firestorm,Firestorm,-,enemy,1,Absorbs all Hellflames and deals SkillType.Fire damage to all enemies based on number absorbed.,-,-,-,-,[0.015;0.1;0.15;0.2;0.32;0.5;0.525;0.75;2.0],pool,base_skill,1,damage×1
flame,Flame,Flame,-,root,1,Deals 1.5x Focus SkillType.Fire damage to target enemy.,-,-,-,-,[3;2],pool,,1,damage×1
flamecoat,Flamecoat,Flamecoat,Flamecoat,root,3,Adds 0.5x Focus SkillType.Fire damage with SkillType.Attack skills for 3 turns.,Attackers take 0.5x Focus SkillType.Fire damage,Increases all SkillType.Fire damage dealt by target by 35%,-,-,[0.35;0.5;0.8;1.0;2.5;2;3],json,,3,damage×3
flamejet,FlameJet,Flame Jet,Flame Jet,root,3,Deals 1x Focus SkillType.Fire damage to target enemies.,Also deals 0.5x Focus SkillType.Fire damage over time for 2 turns,Increases SkillType.Fire damage taken by 35%,-,-,[0.25;0.35;0.4;0.5;0.85;1.5;2.0;2.5;2;3;4],json,,3,damage×3
flamerush,FlameRush,Flame Rush,Flm Rush,enemy,1,"Deals 0.5x Power SkillType.Physical and 1.0x Focus SkillType.Fire damage, and deals 0.5x Focus SkillType.Fire damage every turn.",-,-,-,-,[0.01;0.1;0.15;0.2;0.25;0.3;0.4;0.6;0.85],json,base_skill,2,damage×2
flameshield,FlameShield,Flame Shield,-,defend,5,Blocks up to 0.35x Focus SkillType.Fire damage taken for each stack of Overheat. Consumes Overheat.,Blocks up to 0.35x Focus SkillType.Fire damage taken for each stack of Overheat.,Deals 0.5x Focus SkillType.Fire damage to attackers,Blocking damage gains Overheat, damage and deals SkillType.Fire damage to attackers.,[0.5;2.0;2;3;4],pool,base_skill,5,damage×5
flamethrower,Flamethrower,Flamethrower,-,fight,1,Deals 1x Power SkillType.Fire damage and 0.5x Power SkillType.Fire damage every turn for 3 turns.,-,-,-,-,[0.25;0.35;0.4;0.5;0.85;1.5;2.0;2.5;2;3;4],pool,base_skill,2,damage×2
flashheal,FlashHeal,Flash Heal,-,root,2,Bonus Action. Heals an ally for 1.5x Focus. Two turn charge.,"Heals up to double, based on target's missing HP",-,-,-,[0.2;1.0;2.0;2;3],pool,,2,heal×2
flight,Flight,Flight,Flight,root,3,Replace Guard Strike and Penance with Strafe and Grab. Become untargetable for 3 turns. Three turn charge.,Increases Speed by 50%,Increases Power by 50%,-,-,[-20.0;0.15;0.5;1.0;1.5;2;3],json,,3,stat_mod×2;status×1
flintlock,Flintlock,Flintlock,-,defend,2,Damage increased by .35x Technique,"Turn delay decreased by 5% for each stack of SkillType.Alcohol on OWNER.NAME, max 25%",-,-,-,[0.05;0.35;1.0;3;2],pool,base_skill,1,damage×1
flit,Flit,Flit,Flit,defend,3,Swap position and grant target ally 10% Turn Progress.,Target gains double dodge chance for 1 turn,Activates Pixie Dust after shifting,-,-,[0.04;0.05;10.0;3],json,,1,grant×1
flourish,Flourish,Flourish,Flourish,fight,3,"Deals 1.25x Power SkillType.Physical damage to target enemy, with a 10% decreased chance to hit.",Increases dodge chance by 25% until next turn,Damage increased by 10% for each stack of SkillType.Alcohol on OWNER.NAME,-,-,[0.1;0.25;0.33;0.41;0.49;0.5;1.0;1.25;2;3],json,base_skill,2,damage×2
flurry,Flurry,Flurry,-,fight,1,Deals 0.3x Power SkillType.Physical damage to an enemy three times.,-,-,-,-,[0.15;0.25],pool,base_skill,1,damage×1
forcefield,Forcefield,Forcefield,Forcefield,root,1,Blocks damage and deals energy thorns damage on melee hit.,-,-,-,-,[0.33;0.5;0.66;0.75;0.99;1.0;1.32;1.5;1.75;2;3;4],json,,1,damage×1
forcefieldsparkle,ForcefieldSparkle,Forcefield Sparkle,-,root,0,-,-,-,-,-,-,name-only,,0,
fourpillars,FourPillars,Four Pillars,-,root,1,Access the Four Elemental Pillar skills. Requires Zen Trance.,-,-,-,-,[0.5;1.5;2;7],pool,,0,
foxfire,Foxfire,Foxfire,-,defend,3,Strongest enemy takes 1x Discipline + SkillType.Fire damage equal to 75% of missing party HP.,Heals allies for 75% of missing HP,Restores 50% of allies' missing MP,-,-,[0.6;0.7;0.75;1.0;1.75;2.25;30.0;2],pool,base_skill,2,damage×1;heal×1
fragility,Fragility,Fragility,-,root,0,-,-,-,-,-,[-20.0;0.1;0.15;0.25;0.5;0.75;1.0;1.5;20.0;2;3],name-only,,0,
freezeray,FreezeRay,Freeze Ray,Freeze Ray,root,3,Deals 90-120 SkillType.Ice damage to target enemy. 1 use.,Non-boss target becomes frozen and cannot act or dodge for 2 turns,Target takes 30-40 piercing SkillType.Ice damage when hit,-,-,[0.2;0.25;0.35;0.5;0.7;0.8;0.85;1.0;3.0;2;3],json,,2,damage×2
freezingwind,FreezingWind,Freezing Wind,Frz Wind,map,1,Causes SkillType.Ice damage after every turn and decreases speed.,-,-,-,-,[0.05;0.65;1.0],json,base_skill,1,damage×1
frenzy,Frenzy,Frenzy,Frenzy,defend,3,"Bonus Action. Increases Speed by 50% and damage dealt by 35%, but lose control.",Immune to SkillType.Stun and SkillType.Sleep damage,Cannot be downed while active,-,-,[0.35;0.5;1.0;1.5;3;2],json,base_skill,5,damage×2;status×2;stat_mod×1
frostray,FrostRay,Frost Ray,-,defend,2,Deals 1.2x Focus SkillType.Ice damage and decreases target Speed by 50% for 1 turn.,Deals 1.2x Focus SkillType.Ice damage and decreases target SPD by 50% for 1 turn.,-,-,-,[0.35;0.5;40.0],pool,base_skill,3,damage×2;stat_mod×1
frostshield,FrostShield,Frost Shield,Frost Shld,root,3,Blocks up to 2x Focus damage on target ally.,Ally is immune to SkillType.Stun damage,Ally gains Focus equal to 20% of OWNER.NAME's Focus,-,-,[0.2;0.25;0.66;0.95;1.0;1.5;3;2;4],json,,3,damage×2;status×1
froststrike,FrostStrike,Frozen Kick,Frozen Kick,root,3,Deals 1.2x Power SkillType.Physical and SkillType.Ice damage to target enemy.,Decreases target's Toughness by 35% for 3 turns,Increases SkillType.Fire SkillType.Lightning and SkillType.Ice damage taken by target by 35%,-,-,[0.01;0.15;0.25;0.35;0.65;0.85;1.0;1.05;1.3;2.35;3],json-size,,3,damage×2;stat_mod×1
frozenbomb,FrozenBomb,Frozen Bomb,Frozen Bomb,enemy,1,"Deals SkillType.Ice damage to enemies in an area, and decreases their speed.",-,-,-,-,[0.5;0.7;0.8],json,AddedDamageSkill,1,damage×1
frozensolid,FrozenSolid,Frozen Solid,-,enemy,1,"Target cannot act for 1 turn and decreases target Toughness by 50%, and Agility to zero.",-,-,-,-,[0.2;0.5;0.8;0.9;1.0;2.0;2.25;2;3;4],pool,base_skill,1,stat_mod×1
fuse,Fuse,Fuse Countdown,Fuse,enemy,1,Explode after 3 turns.,-,-,-,-,[1.0],pool,base_skill,0,
gadgetkit,GadgetKit,Gadget Kit,-,fight,0,-,-,-,-,-,[2;7],name-only,base_skill,0,
gaiasembrace,GaiasEmbrace,Gaias Embrace,-,root,0,-,-,-,-,-,[0.1;0.2;0.25;0.35;0.4;0.5;2;3;5],name-only,,0,
gammakaze,GammaKaze,Gamma Kaze,-,enemy,0,-,-,-,-,-,[0.1;0.2;0.25;0.35;0.66],name-only,base_skill,0,
gammawave,GammaWave,Gamma Wave,Gamma Wave,enemy,1,"Decreases all enemy Speed and Toughness by 15%, and deals 0.5x Focus SkillType.Poison damage over time for 6 turns. Cannot miss.",-,-,-,-,[0.5;0.85;1.0;1.5;2.0;3.5;2;3;4],json,base_skill,2,damage×1;status×1
gather,Gather,Gather Shadows,Gather,enemy,3,Unleashes a Shadow Driver after 1 turn. Channeled. Damage taken from hits while channeling is decreased by 50% and is added to Shadow Driver's damage.,Shadow Driver also damages adjacent enemies for 50%,Shadow Driver always hits,-,-,[0.25;0.4;0.5;1.0;1.25;1.5;2.0;2;3;4;7],json-size,base_skill,2,damage×1;status×1
gavel,Gavel,Gavel,-,fight,2,Deals 200-300 SkillType.Stun damage to an enemy.,Deals 50 additional damage for each SkillType.Debuff on the target,-,-,-,[2;3],pool,base_skill,3,damage×2;status×1
gaze,Gaze,Gaze,Gaze,enemy,1,Force target enemy to attack an adjacent teammate and take SkillType.Dark damage for 3 turns. Doubles their Power. Channeled.,-,-,-,-,[7;2],json,base_skill,1,damage×1
geniusbase,GeniusBase,Genius Base,-,transform,1,"Return to Claire's unarmored state, with access to her standard tool kit.",-,-,-,-,-,pool,,0,
geniusfrozen,GeniusFrozen,Genius Frozen,-,transform,1,Transform into Claire's Frozen form.,-,-,-,-,-,pool,,1,status×1
geniushacker,GeniusHacker,Genius Hacker,-,transform,1,Transform into Claire's Hacker form.,-,-,-,-,-,pool,,0,
geniusinscriber,GeniusInscriber,Genius Inscriber,-,transform,1,Transform into Claire's Inscriber form.,-,-,-,-,-,pool,,0,
geniusoccultist,GeniusOccultist,Genius Occultist,-,transform,1,Transform into Claire's Occultist form.,-,-,-,-,-,pool,,0,
geniusscavenger,GeniusScavenger,Genius Scavenger,-,transform,1,Transform into Claire's Scavenger form.,-,-,-,-,-,pool,,0,
geniustank,GeniusTank,Genius Tank,-,transform,1,Equip Claire's heavy battle armor.,-,-,-,-,-,pool,,0,
geniustransform,GeniusTransform,Genius Transform,-,transform,0,-,-,-,-,-,[1.0;1.25;30.0],name-only,base_skill,0,
givetreat,GiveTreat,Give Treat,-,root,3,Target ally is healed for 50% Max HP and dispels 1 SkillType.Debuff on target.,"If target is a Beast, it gains a Free Turn","If target has a summon, the summon gains a Free Turn",-,-,[0.5;0.75;2;3],pool,,1,summon×1
gladius,Gladius,Gladius,-,fight,3,Deals 1.25x Power SkillType.Physical damage to target. Increases AGI by 25% for one turn. Shift to front row.,Deals 1.25x Power SkillType.Physical damage. Increases AGI by 25%. Shift to front row.,Decreases target's SkillType.Healing received by 50% for 3 turns.,-,-,[0.5;1.0;1.25;1.5;2;7],pool,base_skill,2,damage×2
glowoval,GlowOval,Glow Oval,-,root,0,-,-,-,-,-,[0.1;0.25;0.3;0.45;1.25;1.75;1.8],name-only,,0,
gluebomb,GlueBomb,Glue Bomb,Glue Bomb,root,3,Decreases target Speed and Agility by 50% and target is Rooted for 3 turns. 1 use.,Non-boss target loses all current turn progress,35% chance to interrupt target's skills,-,-,[-15.0;0.5;0.8;1.0;2.0;15.0;35.0;3;2],json,,0,
glueburst,GlueBurst,Glue Burst,Glue Burst,inventions,1,Decreases target Speed and Agility by 50% and targets are Rooted for 3 turns.,-,-,-,-,-,json,,0,
goadingstrike,GoadingStrike,Goading Strike,GoadStrike,fight,1,Deals 1.35x Power SkillType.Physical damage and Taunts target.,-,-,-,-,[1.15;2;3],pool,base_skill,1,damage×1
gore,Gore,Gore,Gore,fight,3,"Deals SkillType.Physical damage, causes bleeding, and decreases SkillType.Healing received.","Deals SkillType.Physical damage, causes bleeding, and decreases SkillType.Healing received.","Deals SkillType.Physical damage, causes bleeding, and decreases SkillType.Healing received.",-,-,[0.01;0.1;0.15;0.2;0.75;1.0;3;5],json,base_skill,3,damage×3
grab,Grab,Grab,Grab,root,3,"Pick up a non-boss target. Target cannot act and is dropped on OWNER.NAME's next turn, or when Flight ends, for 1x Speed SkillType.Physical damage.",Also deals SkillType.Stun damage,Deals 25% increased damage,-,-,[-40.0;-20.0;0.015;0.15;0.2;0.5;1.0;1.2;20.0;40.0],json,,4,damage×3;status×1
grandfinale,GrandFinale,Grand Finale,Gr Finale,root,3,All other allies gain the effects of Illusion skill. Four turn charge.,OWNER.NAME dodges all damage for 1 turn,Allies are healed for 50% Max HP and MP,-,-,[0.2;2.5;2],json,,1,damage×1
grapeshot,GrapeShot,Grapeshot,-,root,0,-,-,-,-,-,-,name-only,,0,
grapplinghook,GrapplingHook,Grappling Hook,-,root,0,-,-,-,-,-,[0.25;36.0;3;2],name-only,,0,
gravescall,GravesCall,Grave's Call,Grv's Call,root,3,"Deals up to 5.5x Focus SkillType.Dark damage to an enemy, based on target's missing HP.",Deals up 2x Focus SkillType.Dark damage over time for 2 turns,"Target is instantly killed, instead of bleeding out, if Downed",-,-,[0.25;0.36;0.4;0.5;10.0;3;5],json,,2,damage×2
gravity,Gravity,Gravity,-,tbreak,1,"All allies gain the Rooted trait, making them unable to be shifted.",-,-,-,-,-,pool,BreakSkill,0,
greatshell,GreatShell,Great Shell,-,defend,3,Blocks up to 5x Discipline damage taken from hits for party. Ends Sword Spirit.,Reduces damage taken by 35% while active,Hits have a 35% chance to miss allies while active,-,-,[0.35;0.5;0.65;35.0;3;2;4],pool,base_skill,2,damage×2
grenade,Grenade,Grenade,-,root,1,Deals 100-150 SkillType.Physical and 50-70 SkillType.Fire damage to target enemies. One use.,-,-,-,-,[0.4;3;2],pool,,1,damage×1
grenadeexplosion,GrenadeExplosion,Grenade Explosion,-,root,2,Dispel 1 SkillType.Debuff from self for each Sin,Gain 1 Resist for each Sin,-,-,-,-,pool,,0,
grenadepunch,GrenadePunch,Grenade hits twice,-,root,0,-,-,-,-,-,[0.01;0.1;0.125;0.25;0.3;0.35;0.625;1.125;1.475;1.5;1.625;2.375;2.525;2;3],name-only,,0,
groundglow,GroundGlow,Ground Glow,-,root,0,-,-,-,-,-,[0.4;0.5;2.0],name-only,,0,
growl,Growl,Growl,Growl,enemy,1,"Increases Power, Speed, and Technique for all allies.",-,-,-,-,[0.015;0.1;0.15;0.2;1.0;1.25;2.0;16.0],json,base_skill,0,
guardstrike,GuardStrike,Guard Strike,Guard Strk,root,3,Deals 0.66x Power SkillType.Physical damage and decreases damage taken by 25% for 1 turn.,Lasts 2 turns,Counter attack incoming SkillType.Melee skills while active,-,-,[0.75;3;2;7],json,,1,damage×1
guitarsolo,GuitarSolo,Guitar Solo,-,root,1,Deals 0.65x Tech SkillType.Sonic damage to random enemies up to 10 times.,-,-,-,-,[0.25;0.5;1.0;1.5;3.5;26.0],pool,,1,damage×1
gunplay,Gunplay,Gunplay,-,defend,1,Access ranged Gunplay skills.,-,-,-,-,[2;7],pool,base_skill,0,
hack,Hack,Hack,-,root,4,Target enemy takes 2x Focus SkillType.Stun damage and non-Boss loses 50% of current turn progress. Double damage vs Mechanical.,Target takes 2x FCS SkillType.Stun damage and non-Boss loses 50% turn progress. 2x vs Mech.,"Dispels 1 SkillType.Buff on target, +1 for each stack of RAM",Deals .75x Focus SkillType.Lightning damage for each SkillType.Buff dispelled,-,[2.0;3],pool,,5,damage×3;status×2
halt,Halt,Halt,Halt,fight,3,Target enemy's turn progress is decreased by 50%.,Target's speed decreased by 10% for 3 turns,Target's next skill deals 50% decreased damage or healing,-,-,[0.5;0.8;0.9;3;7],json,base_skill,1,damage×1
harmbeam,HarmBeam,Beast Slayer,Beast Slayer,fight,1,"Deal 25% increased damage to Beast enemies, but 15% reduced damage to Mechanical and Undead enemies.",-,-,-,-,[0.2;0.4;0.5;0.6;1.0;3;2;4],json-size,base_skill,1,damage×1
harvest,Harvest,Harvest,Harvest,fight,1,Deals SkillType.Physical damage and causes bleeding for 3 turns.,-,-,-,-,[0.1;0.5;33.0],json,base_skill,1,damage×1
haste,Haste,Haste,Haste,tbreak,1,Give one ally an immediate turn and increase their speed by +100 for 5 turns.,-,-,-,-,-,json,BreakSkill,0,
hasteenemy,HasteEnemy,Haste Enemy,-,tbreak,0,-,-,-,-,-,-,name-only,BreakSkill,0,
hatchmaggot,HatchMaggot,Hatch Maggot,-,enemy,1,Summons a Maggot in the egg's place.,-,-,-,-,[0.04;0.1;0.5;0.65;0.98;1.03],pool,base_skill,1,summon×1
hatchspiderling,HatchSpiderling,Hatch Spiderling,Hatch,enemy,1,Summons a spiderling in the egg's place.,-,-,-,-,[0.1;0.2;0.4;0.65;0.75;1.25;15.0],pool,base_skill,1,summon×1
haunt,Haunt,Haunt,Haunt,root,3,Deals 0.5x Focus SkillType.Dark damage every turn for 3 turns.,Damage increases by 25% every turn,Transfers to another enemy on end,-,-,[0.15;0.25;0.3;0.6;1.35;2.25;3;5],json,,2,damage×2
haymaker,Haymaker,Haymaker,-,root,3,"Deals 1.35x Power SkillType.Physical damage to an enemy, with a 10% decreased chance to hit.",35% increased damage,Also deals 4x the damage dealt as SkillType.Stun damage,-,-,[1.35;4.0;3;2],pool,,4,damage×3;status×1
headbutt,Headbutt,Headbutt,-,root,0,-,-,-,-,-,[0.015;0.15;0.25;0.4;0.75;1.0;1.5;1.75],name-only,,0,
healbeam,HealBeam,Heal Beam,-,drone,1,Heals an ally for a moderate amount.,-,-,-,-,[0.2;0.25;0.4;0.5;0.6;1.0;3;2],pool,HealSkill,1,heal×1
healingaria,HealingAria,Healing Aria,Heal Aria,root,3,Song. Heals allies for 0.35x OWNER.NAME's Technique at the end of OWNER.NAME's turn.,Dispels one SkillType.Debuff when healing,Heals weakest ally twice,-,-,[1.0;1.25;1.5;2.25],json,,2,heal×2
healingrain,HealingRain,Healing Rain,HealRain,root,2,All allies heal for 0.75x Focus for three turns.,Removes one SkillType.Debuff per heal,-,-,-,[0.33;0.5;1.0;1.5;2],pool,,2,heal×2
healingtonic,HealingTonic,Healing Tonic,Heal Tonic,root,3,"Heals target for 50% Max HP, but target has a 35% chance to lose control. Three uses.",Decreases SkillType.Stun damage taken by 25%,Increases Power and Toughness by 15%,-,-,[0.5;0.75;1.0;1.15;30.0;35.0;2;3],json,,3,heal×1;damage×1;status×1
healingvapors,HealingVapors,Healing Vapors,HealVprs,root,3,Reduces SkillType.Poison damage taken by 80% for all allies for 3 turns.,"After Ambroise's turn, allies gain 3 Resist","After Ambroise's turn, heals allies for 5% Max HP per Plague",-,-,[0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.66;0.7;1.0;1.2;2.0;15.0;3],json,,3,damage×1;status×1;heal×1
healingwisp,HealingWisp,Healing Wisp,-,root,2,Summon a wisp that casts Regrowth. Lasts 5 turns.,Wisp gains 50% of your Focus,-,-,-,[0.25;0.5;2;3],pool,,2,summon×1;stat_gain×1
healingword,HealingWord,Healing Word,-,root,3,Heals an ally for a 0.8x Focus.,Also heals a second random ally,Decreased turn delay,-,-,[0.1;0.2;0.25;0.35;0.4;0.6;0.9;1.35;1.6;3],pool,,2,heal×2
healwave,HealWave,Heal Wave,-,drone,1,Heals all allies for a moderate amount.,-,-,-,-,[0.6;1.0],pool,HealSkill,1,heal×1
heartbreak,Heartbreak,Heartbreak,-,enemy,0,-,-,-,-,-,[-15.0;0.015;0.15;0.2;0.25;0.4;0.5;1.0;2.0;2.3;2.5;14.0;15.0;23.0],name-only,base_skill,0,
heatwaveskill,HeatWaveSkill,Heat Wave,HeatWaveSkill,enemy,2,Deals SkillType.Fire damage to everyone in the battle.,Deals SkillType.Lightning damage to everyone in the battle.,-,-,-,[0.25;0.5;1.0],pool,base_skill,2,damage×2
heavyarmor,HeavyArmor,Heavy Armor,-,defend,2,Grants shield equal to 7.5x Focus when in Steam Mech., damage when in Steam Mech.,-,-,-,[0.5;1.25;7.5;2;3;4],pool,base_skill,2,grant×1;damage×1
heavycannon,HeavyCannon,Heavy Cannon,-,fight,1,Deals Physical and Stun damage to an enemy.,-,-,-,-,-,pool,base_skill,2,damage×1;status×1
heavydronelaser,HeavyDroneLaser,Heavy Drone Laser,-,enemy,0,-,-,-,-,-,-,name-only,,0,
heavyrocket,HeavyRocket,Heavy Rocket,-,enemy,1,Deals Physical damage to enemies in an area.,-,-,-,-,[1.25;1.5],pool,base_skill,1,damage×1
hellclaws,Hellclaws,Hellclaws,-,root,1,Deals 0.35x Power SkillType.Physical damage to enemies three times.,-,-,-,-,[0.25],pool,,1,damage×1
hellride,HellRide,Hell Ride,-,root,0,-,-,-,-,-,[0.2;0.25;0.45;0.5;1.0;1.5;2.0;2.35;2.5;4.0;20.0;2;3],name-only,,0,
hex,Hex,Hex,-,fight,4,Bonus action. Target takes 25% more damage from damage over time effects. Cannot be resisted.,Bonus action. Target takes 25% more damage from damage over time effects.,Removes all resist stacks,Deals 3x Focus SkillType.Dark damage if dispelled,-,[0.25;1.0;3.0;3;2;5],pool,base_skill,3,damage×3
hibernate,Hibernate,Hibernate,Hibernt,root,3,"Fall asleep, but regain 50% of max HP and MP. Automatically wake at turn start if full HP. 3 turn charge.",Gain Ambush after use,Automatically activate when critical,-,-,[0.15;0.25;1.0;3],json,,1,stat_gain×1
hide,Hide,Hide,Hide,root,3,Cannot be directly targeted by enemies and decreases damage taken by 50% for 1 turn.,Decreases damage taken by 75%,Dispels all SkillType.Debuff on use,-,-,[0.15;0.25;0.5;0.8;1.0;3;2],json,,2,damage×2
hologram,Hologram,Hologram,-,enemy,1,Summon a clone of a random enemy for 5 turns.,-,-,-,-,[0.25;0.7;2;7],pool,base_skill,1,summon×1
holoprojector,HoloProjector,Holo Projector,Holo Proj.,enemy,1,Summon 3 clones of a random enemy for 5 turns in random summon slots.,-,-,-,-,[0.25;0.7;2;7],pool,base_skill,1,summon×1
holyblast,HolyBlast,Holy Blast,-,root,0,-,-,-,-,-,[0.1;0.15;0.25;0.3;0.55;0.75;0.9;1.0;1.2;1.55;1.65;1.66;50.0;3;2],name-only,,0,
holylance,HolyLance,Holy Lance,-,fight,1,Deals 1.25x Power SkillType.Holy damage to a column.,-,-,-,-,-,pool,base_skill,1,damage×1
holyrays,HolyRays,Holy Rays,-,root,2,Gain the lost HP as MP,Deal up to 35% increased damage based on missing HP,-,-,-,[0.5],pool,,1,damage×1
holyshield,HolyShield,Holy Shield,HolyShld,root,4,Blocks up to 1x Focus damage taken by target ally.,Heals for 1x the damage blocked,Increases all target attributes by 25% while active, damage and heals for 2x the damage blocked.,-,[0.25;0.4;0.5;1.25;3;2;4],pool,,5,damage×3;heal×2
holywrath,HolyWrath,Holy Wrath,-,root,2,Deals 1x Power SkillType.Physical and SkillType.Holy damage to enemies in an area.,Pierces 35% of defenses,-,-,-,[0.01;0.05;0.07;0.15;0.2;0.25;0.3;0.35;0.5;0.6;0.7;1.0;1.2;1.4;1.65;3;2],pool,,1,damage×1
hook,Hook,Hook,-,root,3,Deals 0.5x Power SkillType.Physical and SkillType.Stun damage per Combo. Consumes Combo. Charges when gaining Combo.,Deals 0.5x Power SkillType.Physical and SkillType.Stun damage per Combo. Charges when gaining Combo.,Target loses all turn progress,-,-,[0.01;0.15;0.5;0.7;1.5;2.0;3;2],pool,,4,damage×2;status×2
hotandsteamy,HotAndSteamy,Hot and Steamy,Hot Steamy,enemy,1,Deals 1x Power SkillType.Fire damage and decreases target toughness and discipline.,-,-,-,-,[0.5;1.0;1.5],json,base_skill,1,damage×1
howl,Howl,Howl,-,enemy,3,"Increases Power, Speed, and Technique by 25% for all allies.",Reduces damage taken by 50% while critical,Allies gain 35% turn progress,-,-,[0.5;1.0;1.25;2],pool,base_skill,1,damage×1
huntertools,HunterTools,Hunter Tools,-,root,1,Access Vampire Hunter Tools.,-,-,-,-,[2;7],pool,,0,
hyperbeam,HyperBeam,Hyper Beam,-,root,2,Drains all Nuclear Battery charge and deals 2x Power SkillType.Energy damage to all enemies. 3 turn charge. Cannot miss.,Drains all Nuclear Battery charge and deals 2x POW SkillType.Energy damage to all enemies.,-,-,-,[0.0014;0.5;0.7;0.85;1.5;1.6;2;3],pool,,2,damage×2
hypeup,HypeUp,Hype Up,Hype Up,root,3,Allies gain 50% increased Speed until their next turn. Three turn charge.,Allies deal 50% more damage their next turn,Allies gain turn 50% progress,-,-,[0.15;0.25;0.5;0.9;1.0;1.4;1.5;1.6;50.0;2],json,,1,damage×1
